rxn_id,reaction_balance_status,reaction_direction
|RXN-9618|,|BALANCED|,|LEFT-TO-RIGHT|
|ACETOACETYL-COA-HYDROLASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9514|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-8927|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|O-CRESOL-METHYLCATECHOL-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19310|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21049|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16190|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN18C3-29|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-16885|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12388|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17075|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13696|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7998|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3-KETOGLUCOSIDASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|PHOSPHOLIPASE-A1-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.3.1.29-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15251|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22552|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8201|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20761|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19174|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12732|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19881|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21577|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8130|,|BALANCED|,|REVERSIBLE|
|RXN-16731|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN66-493|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11344|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-1541|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TAU-PROTEIN-KINASE-RXN|,|UNDETERMINED|,
|2.7.1.148-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18285|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|ETHANOLAMINE-OXIDASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12880|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17013|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|THYMIDYLATESYN-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15760|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-3542|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXNQT-4337|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|KETOISOCAPROATE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8923|,|UNBALANCED-UNFIXABLE|,|LEFT-TO-RIGHT|
|BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-14340|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8671|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20485|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16186|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRNA-CYTIDYLYLTRANSFERASE-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11790|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18441|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7667|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13693|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21386|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-5057|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15952|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN66-639|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.3.1.2-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-18768|,|BALANCED|,|REVERSIBLE|
|RXN-17400|,|BALANCED|,|LEFT-TO-RIGHT|
|1.1.1.229-RXN|,|BALANCED|,
|RXN-16908|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19171|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|R602-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14813|,|BALANCED|,|REVERSIBLE|
|CHOLINE-OXIDASEII-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|GCVP-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-16728|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8524|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.4.21.79-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18931|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20465|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.7.1.142-RXN|,|BALANCED|,
|RXN-21981|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1A0-6310|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-10090|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22928|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22371|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13244|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20411|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22112|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN66-623|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-19696|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10779|,|BALANCED|,|REVERSIBLE|
|RXN-17879|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13440|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16837|,|BALANCED|,|REVERSIBLE|
|RXN-11169|,|BALANCED|,
|RXN-90|,|BALANCED|,|LEFT-TO-RIGHT|
|ISOPIPERITENOL-DEHYDROGENASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-10935|,|BALANCED|,|LEFT-TO-RIGHT|
|DISULFOXRED-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9427|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-16252|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|5.3.3.10-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-9169|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22843|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22899|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13782|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-711|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-22629|,|BALANCED|,|REVERSIBLE|
|RXN-16104|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14162|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.6.6.12-RXN|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-20944|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16437|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN66-595|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11640|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-19238|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12296|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13924|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16725|,|BALANCED|,
|2.4.1.39-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16796|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|PCP4MONO-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.1.1.62-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|CARBOXYPEPTIDASE-A-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9991|,|BALANCED|,|LEFT-TO-RIGHT|
|2.7.8.10-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8074|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-9720|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-20289|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17234|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-22468|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15328|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19390|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22664|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14675|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19768|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12795|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16964|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15942|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.3.2.8-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11255|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN66-81|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.1.21.1-RXN|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN2B4Q-56|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20227|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|DIHYDROURACIL-OXIDASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8578|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19964|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16675|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17698|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9488|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18351|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11403|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|6.2.1.19-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|GUANINE-DEAMINASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-2502|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15824|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|FRUCTOSE-5-DEHYDROGENASE-NADP+-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-20245|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|4-HYDROXYPROLINE-EPIMERASE-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-14237|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|CARBOXYMETHYLENEBUTENOLIDASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-4225|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22573|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-5762|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11714|,|BALANCED|,|REVERSIBLE|
|UNDECAPRENYL-DIPHOSPHATASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14412|,|BALANCED|,|REVERSIBLE|
|RXN-15816|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-20733|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.5.1.66-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-21488|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11859|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1G-94|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12132|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN0-280|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18840|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-5226|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16619|,|BALANCED|,|LEFT-TO-RIGHT|
|N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17316|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RR-BUTANEDIOL-DEHYDROGENASE-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-7404|,|BALANCED|,|LEFT-TO-RIGHT|
|3.4.22.59-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-7317|,|BALANCED|,|REVERSIBLE|
|RXN-14735|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-2204|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17461|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20019|,|UNBALANCED-UNFIXABLE|,|REVERSIBLE|
|RXN-7843|,|BALANCED|,
|3.4.19.5-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13318|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14870|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22489|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15127|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20342|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10856|,|BALANCED|,|REVERSIBLE|
|3.4.22.6-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15680|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-12632|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-17778|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-9063|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN1G-1635|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1G-679|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN66-241|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|HYDROXYACID-OXOACID-TRANSHYDROGENASE-RXN|,|BALANCED|,
|RXN-16322|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17955|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16470|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18207|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|4.2.2.18-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13848|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|L-PIPECOLATE-OXIDASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.4.21.112-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15658|,|BALANCED|,
|RXN-6464|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2-HYDROXYBIPHENYL-3-MONOOXYGENASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|6PGLUCONDEHYDROG-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19864|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|ARACHIDONATE--COA-LIGASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20851|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9598|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21030|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22365|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21307|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12203|,|UNBALANCED-UNFIXABLE|,|LEFT-TO-RIGHT|
|RXN-19293|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12367|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15342|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18677|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|NITROETHANE-OXIDASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16858|,|BALANCED|,|LEFT-TO-RIGHT|
|PHOSPHATE-BUTYRYLTRANSFERASE-RXN|,|BALANCED|,|REVERSIBLE|
|RXN1G-526|,|BALANCED|,|RIGHT-TO-LEFT|
|R23-RXN|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN18C3-19|,|BALANCED|,|LEFT-TO-RIGHT|
|3-ETHYLMALATE-SYNTHASE-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8176|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-16319|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8441|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7971|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22532|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21545|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.1.2.21-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21909|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15234|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19839|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-15389|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19809|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13136|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12710|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-11325|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12859|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22089|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10685|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN66-476|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|ENOYL-COA-DELTA-ISOM-RXN|,|BALANCED|,|REVERSIBLE|
|RXNQT-4321|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14958|,|BALANCED|,|LEFT-TO-RIGHT|
|THIOL-SULFOTRANSFERASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18266|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-3341|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8642|,|BALANCED|,|REVERSIBLE|
|RXN1G-420|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-8899|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-15741|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14304|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-18420|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1G-4141|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16165|,|BALANCED|,|LEFT-TO-RIGHT|
|ASPDECARBOX-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-11772|,|BALANCED|,|RIGHT-TO-LEFT|
|RXN-15935|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.7.11.25-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13671|,|BALANCED|,|REVERSIBLE|
|RXN-21365|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN0-4341|,|BALANCED|,|LEFT-TO-RIGHT|
|1.1.1.181-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19489|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.2.1.65-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18750|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17381|,|BALANCED|,|LEFT-TO-RIGHT|
|CHLORIDE-PEROXIDASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21724|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-19145|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|R503-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14798|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-18914|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14384|,|UNBALANCED-UNFIXABLE|,|LEFT-TO-RIGHT|
|RXN-16690|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8508|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.4.21.64-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10066|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1G-363|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22343|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21965|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN18C3-61|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-22096|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.4.1.143-RXN|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19675|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13221|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-20395|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13415|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19468|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11152|,|BALANCED|,|REVERSIBLE|
|RXN-10757|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-17855|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-10915|,|BALANCED|,|REVERSIBLE|
|RXN-13624|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-9412|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|TRE6PHYDRO-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|ISOAMYL-RXN|,|UNBALANCED-UNFIXABLE|,
|RXN-9152|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-21703|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22883|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-8974|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|5-PYRIDOXATE-DIOXYGENASE-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22608|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1G-30|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-14142|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16236|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-7001|,|BALANCED|,|REVERSIBLE|
|RXN-16414|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.3.1.100-RXN|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-11619|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-13761|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-20923|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13908|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-19450|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|2.4.1.232-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|1.5.1.28-RXN|,|BALANCED|,|REVERSIBLE|
|RXN-12268|,|UNBALANCED-UNFIXABLE|,|LEFT-TO-RIGHT|
|2.1.1.147-RXN|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-13360|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-9962|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19219|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|OXALOACETATE-TAUTOMERASE-RXN|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-9690|,|UNBALANCED-UNFIXABLE|,
|RXN-21686|,|BALANCED|,|PHYSIOL-RIGHT-TO-LEFT|
|RXN-17205|,|BALANCED|,
|RXN-16776|,|BALANCED|,
|RXN-8040|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-19372|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN1G-266|,|BALANCED|,|LEFT-TO-RIGHT|
|RXN-14641|,|BALANCED|,|LEFT-TO-RIGHT|
|2.7.7.32-RXN|,|BALANCED|,
|RXN-15308|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-16945|,|BALANCED|,|LEFT-TO-RIGHT|
|1.5.8.1-RXN|,|BALANCED|,
|3.2.1.94-RXN|,|UNDETERMINED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-22445|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|RXN-12772|,|BALANCED|,|PHYSIOL-LEFT-TO-RIGHT|
|3.1.11.3-RXN|,|UNBALANCED-UNFIXABLE|,|PHYSIOL-LEFT-TO-RIGHT|
