rule,top_1st_digit,top_2nd_digit,top_3rd_digit
rule0042_07,2,2.3,2.3.1
rule0042_08,2,2.3,2.3.1
rule0042_09,2,2.3,2.3.1
rule0042_10,2,2.3,2.3.1
rule0043_02,2,2.1,2.1.1
rule0043_03,2,2.1,2.1.1
rule0043_04,2,2.1,2.1.1
rule0043_05,2,2.1,2.1.1
rule0043_06,2,2.1,2.1.1
rule0043_07,2,2.1,2.1.1
rule0043_08,2,2.1,2.1.1
rule0043_09,2,2.1,2.1.1
rule0043_10,2,2.1,2.1.1
rule0043_11,2,2.1,2.1.1
rule0043_12,2,2.1,2.1.1
rule0045_01,1,1.14,1.14.11
rule0045_02,1,1.14,1.14.11
rule0045_03,1,1.14,1.14.11
rule0045_04,1,1.14,1.14.11
rule0045_05,1,1.14,1.14.11
rule0045_06,1,1.14,1.14.11
rule0045_07,1,1.14,1.14.11
rule0045_09,1,1.14,1.14.11
rule0045_10,1,1.14,1.14.11
rule0045_11,1,1.14,1.14.11
rule0048_1,2,2.8,2.8.2
rule0048_2,2,2.8,2.8.2
rule0048_3,2,2.8,2.8.2
rule0048_4,2,2.8,2.8.2
rule0048_5,2,2.8,2.8.2
rule0048_6,2,2.8,2.8.2
rule0050_01,6,6.3,6.3.1
rule0050_02,6,6.3,6.3.2
rule0050_03,6,6.3,6.3.2
rule0050_04,6,6.3,6.3.2
rule0050_05,6,6.3,6.3.2
rule0050_06,6,6.3,6.3.2
rule0050_07,6,6.3,6.3.1
rule0050_08,6,6.3,6.3.2
rule0050_09,6,6.3,6.3.2
rule0050_10,6,6.3,6.3.4
rule0050_11,6,6.3,6.3.2
rule0050_12,6,6.3,6.3.2
rule0050_13,6,6.3,6.3.2
rule0050_14,6,6.3,6.3.1
rule0050_15,6,6.3,6.3.2
rule0050_16,6,6.3,6.3.2
rule0050_17,6,6.3,6.3.2
rule0050_18,6,6.3,6.3.2
rule0050_19,6,6.3,6.3.1
rule0050_20,6,6.3,6.3.2
rule0050_21,6,6.3,6.3.2
rule0050_22,6,6.3,6.3.2
rule0050_23,6,6.3,6.3.1
rule0050_24,6,6.3,6.3.2
rule0050_25,6,6.3,6.3.4
rule0050_26,6,6.3,6.3.4
rule0050_27,6,6.3,6.3.4
rule0051_01,4,4.1,4.1.2
rule0051_02,4,4.1,4.1.3
rule0051_03,4,4.1,4.1.3
rule0051_06,4,4.1,4.1.2
rule0051_07,4,4.1,4.1.2
rule0051_08,4,4.1,4.1.3
rule0051_15,4,4.1,4.1.2
rule0051_16,4,4.1,4.1.2
rule0051_17,4,4.1,4.1.2
rule0051_19,4,4.1,4.1.2
rule0052_1,1,1.13,1.13.11
rule0052_2,1,1.13,1.13.11
rule0053_01,4,4.1,4.1.2
rule0053_02,4,4.1,4.1.2
rule0053_03,4,4.1,4.1.3
rule0053_04,4,4.1,4.1.3
rule0053_05,4,4.1,4.1.2
rule0053_06,4,4.1,4.1.2
rule0053_07,4,4.1,4.1.2
rule0053_09,4,4.1,4.1.3
rule0053_10,4,4.1,4.1.2
rule0053_11,4,4.1,4.1.3
rule0053_12,4,4.1,4.1.2
rule0053_13,4,4.1,4.1.2
rule0053_14,4,4.1,4.1.3
rule0053_15,4,4.1,4.1.2
rule0053_16,4,4.1,4.1.2
rule0053_17,4,4.1,4.1.2
rule0053_19,4,4.1,4.1.3
rule0053_20,4,4.1,4.1.2
rule0056_03,3,3.5,3.5.1
rule0056_04,3,3.5,3.5.1
rule0056_05,3,3.5,3.5.1
rule0056_06,3,3.5,3.5.1
rule0056_07,3,3.5,3.5.1
rule0056_09,3,3.5,3.5.1
rule0056_10,3,3.5,3.5.4
rule0056_11,3,3.5,3.5.1
rule0056_13,3,3.5,3.5.1
rule0056_14,3,3.5,3.5.1
rule0056_15,3,3.5,3.5.3
rule0056_16,3,3.5,3.5.1
rule0056_17,3,3.5,3.5.1
rule0056_18,3,3.5,3.5.99
rule0057_1,2,2.7,2.7.99
rule0058_2,2,2.7,2.7.99
rule0059_7,2,2.3,2.3.1
rule0060_1,3,3.1,3.1.2
rule0060_2,3,3.1,3.1.2
rule0060_3,3,3.1,3.1.2
rule0060_4,3,3.1,3.1.2
rule0061_3,2,2.3,2.3.1
rule0061_4,2,2.3,2.3.1
rule0062_01,2,2.3,2.3.1
rule0062_02,2,2.3,2.3.1
rule0062_03,2,2.3,2.3.1
rule0062_04,2,2.3,2.3.1
rule0062_05,2,2.3,2.3.1
rule0062_06,2,2.3,2.3.1
rule0062_07,2,2.3,2.3.1
rule0062_08,2,2.3,2.3.1
rule0062_09,2,2.3,2.3.1
rule0062_10,2,2.3,2.3.1
rule0062_11,2,2.3,2.3.1
rule0062_12,2,2.3,2.3.1
rule0062_13,2,2.3,2.3.1
rule0062_14,2,2.3,2.3.1
rule0062_15,2,2.3,2.3.1
rule0062_16,2,2.3,2.3.1
rule0062_17,2,2.3,2.3.1
rule0062_18,2,2.3,2.3.1
rule0062_19,2,2.3,2.3.1
rule0063_1,5,5.1,5.1.3
rule0064_1,5,5.1,5.1.3
rule0065_01,2,2.6,2.6.1
rule0065_02,2,2.6,2.6.1
rule0065_04,2,2.6,2.6.1
rule0065_05,2,2.6,2.6.1
rule0065_08,2,2.6,2.6.1
rule0065_09,2,2.4,2.4.2
rule0065_14,2,2.6,2.6.1
rule0065_15,2,2.6,2.6.1
rule0065_17,2,2.6,2.6.1
rule0065_19,2,2.6,2.6.1
rule0065_31,2,2.6,2.6.1
rule0065_33,2,2.6,2.6.1
rule0065_37,2,2.6,2.6.1
rule0065_46,2,2.6,2.6.1
rule0067_1,6,6.3,6.3.2
rule0069_01,2,2.3,2.3.2
rule0069_06,2,2.3,2.3.2
rule0069_07,2,2.4,2.4.2
rule0069_09,2,2.5,2.5.1
rule0069_10,2,2.4,2.4.2
rule0069_12,2,2.3,2.3.2
rule0069_15,2,2.4,2.4.2
rule0069_16,2,2.1,2.1.4
rule0070_4,4,4.2,4.2.1
rule0070_5,4,4.2,4.2.1
rule0071_1,4,4.2,4.2.1
rule0071_3,4,4.2,4.2.1
rule0071_4,4,4.2,4.2.1
rule0071_5,4,4.2,4.2.1
rule0073_5,1,1.14,1.14.13
rule0074_01,1,1.1,1.1.3
rule0074_05,1,1.1,1.1.3
rule0074_06,1,1.1,1.1.3
rule0074_07,1,1.1,1.1.3
rule0074_08,1,1.1,1.1.3
rule0074_09,1,1.1,1.1.3
rule0074_10,1,1.1,1.1.3
rule0074_11,1,1.1,1.1.3
rule0074_13,1,1.1,1.1.3
rule0074_17,1,1.1,1.1.3
rule0074_18,1,1.1,1.1.3
rule0075_1,2,2.3,2.3.1
rule0076_1,2,2.3,2.3.1
rule0076_2,2,2.3,2.3.1
rule0076_3,2,2.3,2.3.1
rule0076_4,2,2.3,2.3.1
rule0077_2,1,1.14,1.14.13
rule0077_3,1,1.14,1.14.13
rule0077_4,1,1.14,1.14.13
rule0079_1,2,2.8,2.8.3
rule0079_2,2,2.8,2.8.3
rule0079_3,2,2.3,2.3.1
rule0080_6,1,1.1,1.1.1
rule0081_1,1,1.1,1.1.1
rule0081_2,1,1.1,1.1.1
rule0081_3,1,1.1,1.1.1
rule0081_4,1,1.1,1.1.1
rule0081_5,1,1.1,1.1.1
rule0083_02,1,1.14,1.14.13
rule0083_03,1,1.14,1.14.13
rule0083_04,1,1.14,1.14.13
rule0083_05,1,1.14,1.14.13
rule0083_08,1,1.14,1.14.13
rule0083_09,1,1.14,1.14.13
rule0083_10,1,1.14,1.14.13
rule0083_11,1,1.14,1.14.13
rule0084_02,4,4.2,4.2.1
rule0084_15,4,4.2,4.2.1
rule0085_1,3,3.7,3.7.1
rule0085_2,3,3.7,3.7.1
rule0086_1,2,2.3,2.3.1
rule0087_1,2,2.3,2.3.1
rule0088_2,5,5.5,5.5.1
rule0089_2,2,2.5,2.5.1
rule0089_5,4,4.2,4.2.1
rule0090_2,3,3.2,3.2.1
rule0090_3,3,3.1,3.1.2
rule0090_4,4,4.4,4.4.1
rule0090_5,4,4.2,4.2.1
rule0090_6,3,3.13,3.13.1
rule0092_1,1,1.4,1.4.3
rule0092_2,1,1.4,1.4.3
rule0092_3,1,1.4,1.4.3
rule0092_4,1,1.4,1.4.3
rule0093_1,5,5.5,5.5.1
rule0094_1,1,1.14,1.14.12
rule0096_1,2,2.4,2.4.1
rule0096_2,2,2.4,2.4.1
rule0096_5,2,2.4,2.4.1
rule0096_6,2,2.4,2.4.1
rule0097_1,2,2.4,2.4.1
rule0097_2,2,2.4,2.4.1
rule0097_3,2,2.1,2.1.3
rule0098_1,2,2.4,2.4.2
rule0098_2,2,2.4,2.4.2
rule0098_3,2,2.1,2.1.3
rule0099_1,2,2.4,2.4.2
rule0099_2,2,2.1,2.1.3
rule0099_3,2,2.4,2.4.2
rule0099_4,2,2.1,2.1.3
rule0101_1,3,3.5,3.5.4
rule0101_2,3,3.5,3.5.4
rule0101_4,3,3.5,3.5.4
rule0101_5,3,3.5,3.5.4
rule0101_6,3,3.5,3.5.4
rule0104_1,2,2.4,2.4.2
rule0104_2,2,2.5,2.5.1
rule0106_1,3,3.5,3.5.2
rule0108_01,1,1.1,1.1.1
rule0108_02,1,1.1,1.1.1
rule0108_03,1,1.23,1.23.1
rule0108_04,1,1.1,1.1.1
rule0108_10,1,1.1,1.1.1
rule0108_12,1,1.1,1.1.1
rule0109_1,1,1.3,1.3.3
rule0109_2,1,1.1,1.1.3
rule0110_1,2,2.5,2.5.1
rule0110_2,2,2.5,2.5.1
rule0110_3,2,2.5,2.5.1
rule0110_4,2,2.5,2.5.1
rule0110_5,2,2.5,2.5.1
rule0111_1,3,3.5,3.5.2
rule0111_2,3,3.5,3.5.2
rule0113_1,1,1.5,1.5.3
rule0113_2,1,1.5,1.5.3
rule0113_3,1,1.5,1.5.3
rule0116_1,2,2.3,2.3.1
rule0116_2,2,2.3,2.3.1
rule0116_3,2,2.3,2.3.1
rule0118_1,1,1.13,1.13.11
rule0118_2,1,1.13,1.13.11
rule0118_3,1,1.13,1.13.11
rule0118_4,1,1.13,1.13.11
rule0119_1,1,1.5,1.5.1
rule0119_4,1,1.5,1.5.1
rule0121_1,2,2.1,2.1.1
rule0121_2,2,2.1,2.1.1
rule0121_3,2,2.1,2.1.1
rule0121_4,2,2.1,2.1.1
rule0122_03,2,2.7,2.7.8
rule0123_1,2,2.5,2.5.1
rule0123_4,2,2.3,2.3.1
rule0123_5,2,2.3,2.3.2
rule0123_6,2,2.4,2.4.99
rule0125_1,3,3.6,3.6.1
rule0125_2,3,3.6,3.6.1
rule0125_3,3,3.6,3.6.1
rule0125_4,3,3.6,3.6.1
rule0125_5,3,3.1,3.1.4
rule0126_1,2,1.1,1.1.99
rule0126_2,2,2.8,2.8.3
rule0128_1,3,3.1,3.1.6
rule0128_2,3,3.1,3.1.6
rule0129_04,5,5.4,5.4.2
rule0129_05,5,5.4,5.4.2
rule0129_06,5,5.4,5.4.2
rule0129_07,5,5.4,5.4.2
rule0129_08,5,5.4,5.4.2
rule0129_09,5,5.3,5.3.1
rule0129_10,5,5.4,5.4.2
rule0130_1,5,5.4,5.4.99
rule0131_1,1,1.13,1.13.11
rule0134_1,1,1.14,1.14.13
rule0135_1,1,1.5,1.5.1
rule0135_2,1,1.5,1.5.1
rule0135_3,1,1.5,1.5.1
rule0135_4,1,1.5,1.5.1
rule0137_1,2,2.3,2.3.3
rule0137_2,2,2.3,2.3.3
rule0137_3,2,2.3,2.3.3
rule0137_4,2,2.3,2.3.3
rule0142_3,1,1.2,1.2.1
rule0143_1,1,1.2,1.2.1
rule0143_2,1,1.2,1.2.1
rule0145_1,1,1.2,1.2.3
rule0145_2,1,1.2,1.2.3
rule0145_3,1,1.2,1.2.3
rule0145_4,1,1.2,1.2.3
rule0145_5,1,1.2,1.2.3
rule0145_6,1,1.2,1.2.3
rule0145_7,1,1.2,1.2.3
rule0146_1,4,4.2,4.2.1
rule0150_1,2,2.8,2.8.3
rule0151_1,2,2.8,2.8.3
rule0152_1,2,2.8,2.8.3
rule0152_2,2,2.8,2.8.3
rule0153_1,5,5.3,5.3.2
rule0156_1,1,1.5,1.5.1
rule0156_3,1,1.5,1.5.1
rule0157_1,1,1.5,1.5.1
rule0157_2,1,1.4,1.4.1
rule0158_2,3,3.5,3.5.3
rule0159_1,3,3.5,3.5.3
rule0161_1,3,3.5,3.5.99
rule0163_1,2,2.4,2.4.1
rule0163_2,2,2.4,2.4.1
rule0164_2,1,1.2,1.2.1
rule0165_1,1,1.1,1.1.1
rule0165_2,1,1.1,1.1.1
rule0166_2,1,1.4,1.4.1
rule0167_1,1,1.4,1.4.1
rule0167_2,1,1.4,1.4.1
rule0168_1,5,5.3,5.3.1
rule0168_2,5,5.3,5.3.1
rule0168_3,5,5.3,5.3.1
rule0168_4,5,5.3,5.3.1
rule0168_5,5,5.3,5.3.1
rule0169_1,5,5.3,5.3.1
rule0170_1,6,6.2,6.2.1
rule0171_1,6,6.2,6.2.1
rule0171_2,6,6.2,6.2.1
rule0172_1,5,5.4,5.4.3
rule0172_2,5,5.4,5.4.3
rule0175_1,5,5.3,5.3.2
rule0176_1,2,4.2,4.2.1
rule0179_2,1,1.1,1.1.1
rule0180_1,1,1.1,1.1.1
rule0180_2,1,1.2,1.2.1
rule0181_1,2,2.5,2.5.1
rule0184_1,3,3.8,3.8.1
rule0184_2,3,3.8,3.8.1
rule0184_3,3,3.8,3.8.1
rule0184_4,3,3.8,3.8.1
rule0184_5,3,3.8,3.8.1
rule0184_6,3,3.8,3.8.1
rule0186_1,3,3.5,3.5.99
rule0188_1,1,1.14,1.14.13
rule0189_1,3,3.1,3.1.1
rule0190_1,5,5.3,5.3.99
rule0191_1,5,5.3,5.3.1
rule0192_1,1,1.14,1.14.20
rule0192_2,1,1.14,1.14.20
rule0193_1,1,1.3,1.3.1
rule0193_2,1,1.3,1.3.1
rule0194_1,2,2.4,2.4.2
rule0194_2,2,2.4,2.4.2
rule0194_3,2,2.5,2.5.1
rule0195_2,2,2.4,2.4.2
rule0195_4,2,2.4,2.4.2
rule0195_6,2,2.4,2.4.2
rule0196_1,2,2.5,2.5.1
rule0196_2,2,2.3,2.3.1
rule0197_2,2,2.5,2.5.1
rule0197_3,2,2.5,2.5.1
rule0200_2,2,2.1,2.1.1
rule0200_3,2,2.1,2.1.1
rule0200_4,2,2.1,2.1.1
rule0201_1,4,4.2,4.2.2
rule0201_2,4,4.2,4.2.99
rule0202_4,1,1.8,1.8.1
rule0204_1,2,2.2,2.2.1
rule0205_2,2,2.5,2.5.1
rule0206_1,2,2.5,2.5.1
rule0206_2,2,2.5,2.5.1
rule0206_3,2,2.1,2.1.1
rule0208_1,3,3.5,3.5.1
rule0208_2,3,3.5,3.5.1
rule0210_1,4,4.1,4.1.2
rule0212_1,4,4.2,4.2.3
rule0212_2,4,4.2,4.2.3
rule0214_1,1,1.14,1.14.13
rule0214_2,1,1.14,1.14.13
rule0216_1,3,3.1,3.1.7
rule0216_2,3,3.1,3.1.3
rule0218_1,1,1.14,1.14.14
rule0220_1,4,4.2,4.2.3
rule0226_1,1,1.14,1.14.13
rule0228_1,2,2.1,2.1.1
rule0230_1,4,4.2,4.2.3
rule0230_2,4,4.2,4.2.3
rule0233_1,1,1.14,1.14.11
rule0233_2,1,1.14,1.14.11
rule0234_1,1,1.3,1.3.1
rule0235_1,1,1.5,1.5.1
rule0238_2,2,2.5,2.5.1
rule0240_4,4,4.2,4.2.1
rule0240_5,4,4.2,4.2.1
rule0240_6,4,4.2,4.2.1
rule0243_1,3,3.5,3.5.5
rule0243_2,3,3.5,3.5.5
rule0243_3,3,3.5,3.5.5
rule0244_1,4,4.3,4.3.1
rule0244_2,4,4.3,4.3.1
rule0246_1,3,3.7,3.7.1
rule0247_1,2,2.4,2.4.2
rule0247_2,2,2.5,2.5.1
rule0247_3,2,2.5,2.5.1
rule0255_1,4,4.1,4.1.3
rule0256_1,4,4.1,4.1.3
rule0257_1,4,4.3,4.3.1
rule0259_1,4,4.2,4.2.3
rule0267_1,1,1.2,1.2.1
rule0267_2,1,1.2,1.2.1
rule0268_1,1,1.2,1.2.1
rule0268_2,1,1.2,1.2.1
rule0273_1,2,2.2,2.2.1
rule0273_2,2,2.2,2.2.1
rule0273_3,4,4.1,4.1.1
rule0273_4,4,4.1,4.1.3
rule0273_5,2,2.2,2.2.1
rule0275_1,2,2.3,2.3.1
rule0278_1,4,4.2,4.2.3
rule0279_1,4,4.4,4.4.1
rule0279_2,4,4.4,4.4.1
rule0283_2,2,2.3,2.3.2
rule0283_3,2,2.3,2.3.2
rule0284_3,2,2.1,2.1.1
rule0286_1,2,2.5,2.5.1
rule0288_1,1,1.3,1.3.8
rule0293_1,1,1.8,1.8.1
rule0295_2,1,1.1,1.1.1
rule0298_1,2,2.3,2.3.2
rule0298_2,2,2.3,2.3.2
rule0302_1,4,4.3,4.3.2
rule0303_2,4,4.3,4.3.2
rule0304_1,4,4.8,4.8.1
rule0306_1,4,4.1,4.1.2
rule0307_1,1,1.13,1.13.11
rule0309_1,1,1.3,1.3.8
rule0311_1,3,3.2,3.2.2
rule0319_1,4,4.2,4.2.3
rule0324_1,1,1.1,1.1.99
rule0324_2,1,1.1,1.1.99
rule0326_1,1,1.14,1.14.13
rule0326_4,1,1.14,1.14.13
rule0331_1,1,1.5,1.5.1
rule0337_1,3,3.13,3.13.1
rule0341_1,4,4.3,4.3.1
rule0342_1,4,4.3,4.3.3
rule0342_2,4,4.3,4.3.3
rule0344_1,5,5.3,5.3.2
rule0348_1,1,1.1,1.1.1
rule0349_1,2,2.3,2.3.1
rule0350_1,2,2.3,2.3.1
rule0352_1,1,1.13,1.13.12
rule0352_2,1,1.13,1.13.12
rule0353_1,4,4.1,4.1.2
rule0353_2,4,4.1,4.1.2
rule0354_1,4,4.1,4.1.2
rule0354_3,4,4.1,4.1.2
rule0355_4,1,1.1,1.1.5
rule0357_1,1,1.4,1.4.3
rule0359_1,2,2.8,2.8.4
rule0359_2,1,1.8,1.8.5
rule0360_1,2,2.8,2.8.4
rule0361_1,2,2.6,2.6.1
rule0364_1,4,4.2,4.2.3
rule0374_1,4,4.1,4.1.99
rule0381_2,1,1.14,1.14.11
rule0382_2,2,2.3,2.3.1
rule0383_1,2,2.3,2.3.1
rule0383_2,2,2.3,2.3.1
rule0383_3,2,2.3,2.3.1
rule0384_1,2,2.4,2.4.1
rule0386_1,6,6.3,6.3.1
rule0386_2,6,6.3,6.3.1
rule0387_1,4,4.2,4.2.3
rule0390_1,5,5.3,5.3.2
rule0394_1,4,4.1,4.1.2
rule0394_5,4,4.1,4.1.2
rule0394_6,4,4.1,4.1.2
rule0394_7,4,4.1,4.1.2
rule0398_1,1,1.3,1.3.1
rule0398_2,1,1.3,1.3.1
rule0403_1,1,1.13,1.13.11
rule0403_2,1,1.13,1.13.11
rule0408_1,2,2.7,2.7.1
rule0412_2,1,1.3,1.3.5
rule0416_1,4,4.2,4.2.3
rule0418_1,1,1.17,1.17.3
rule0420_1,1,1.3,1.3.5
rule0429_1,2,2.5,2.5.1
rule0440_1,1,1.5,1.5.99
rule0440_2,1,1.5,1.5.8
rule0449_1,5,5.4,5.4.99
rule0450_1,2,2.5,2.5.1
rule0450_2,2,2.5,2.5.1
rule0451_1,4,4.1,4.1.1
rule0452_1,4,4.1,4.1.1
rule0454_1,4,4.2,4.2.1
rule0456_1,4,4.2,4.2.3
rule0457_1,4,4.1,4.1.3
rule0458_1,2,2.5,2.5.1
rule0458_2,4,4.5,4.5.1
rule0464_2,4,4.2,4.2.1
rule0464_3,4,4.2,4.2.1
rule0465_2,2,2.3,2.3.1
rule0467_4,1,1.1,1.1.5
rule0467_5,1,1.1,1.1.5
rule0467_6,1,1.1,1.1.5
rule0467_7,1,1.1,1.1.5
rule0467_8,1,1.1,1.1.5
rule0469_2,1,1.14,1.14.17
rule0471_1,1,1.1,1.1.1
rule0473_1,2,2.7,2.7.6
rule0473_4,2,2.7,2.7.6
rule0484_1,4,4.3,4.3.2
rule0491_1,1,1.14,1.14.13
rule0503_1,2,2.4,2.4.1
rule0510_1,4,4.2,4.2.3
rule0517_1,2,2.5,2.5.1
rule0517_2,2,2.5,2.5.1
rule0518_1,2,2.4,2.4.1
rule0519_1,2,2.4,2.4.2
rule0538_2,1,1.13,1.13.11
rule0544_1,1,1.8,1.8.3
rule0546_1,2,2.1,2.1.1
rule0549_1,4,4.6,4.6.1
rule0566_1,6,6.3,6.3.1
rule0581_1,1,1.17,1.17.1
rule0584_1,3,3.3,3.3.2
rule0590_1,5,5.4,5.4.4
rule0593_1,1,1.1,1.1.98
rule0594_1,1,1.1,1.1.98
rule0597_1,4,4.2,4.2.3
rule0605_1,3,3.1,3.1.4
rule0615_1,4,4.2,4.2.1
rule0678_2,1,1.1,1.1.1
rule0679_1,1,1.1,1.1.1
rule0718_1,2,2.4,2.4.2
rule0723_1,2,2.5,2.5.1
rule0723_2,2,2.5,2.5.1
rule0727_1,4,4.5,4.5.1
rule0756_1,6,6.2,6.2.1
rule0756_2,6,6.2,6.2.1
rule0759_1,6,6.3,6.3.4
rule0762_1,2,2.7,2.7.1
rule0767_2,2,2.7,2.7.7
rule0767_3,2,2.7,2.7.7
rule0768_2,2,2.7,2.7.7
rule0785_1,4,4.3,4.3.2
rule0790_1,1,1.8,1.8.3
rule0790_2,1,1.8,1.8.3
rule0803_1,2,2.3,2.3.2
rule0803_2,4,4.3,4.3.1
rule0847_7,6,6.3,6.3.2
rule0860_1,5,5.4,5.4.4
rule0860_2,5,5.4,5.4.4
rule0951_1,1,1.14,1.14.13
rule1021_2,2,2.5,2.5.1
rule1032_1,3,3.2,3.2.1
rule1032_2,3,3.2,3.2.1
rule1090_1,3,3.1,3.1.3
rule1165_2,1,1.11,1.11.2
