|RXN-22425|
|RXN-22689|
|3.1.3.43-RXN|
|RXN-20776|
|CELLODEXTRIN-PHOSPHORYLASE-RXN|
|RXN-20546|
|RXN-21527|
|RXN-21706|
|IMIDAZOLEACETATE-4-MONOOXYGENASE-RXN|
|RXN-13887|
|RXN-21609|
|RXN-22134|
|RXN-2043|
|RXN-14694|
|RXN-18456|
|RXN-22487|
|3.1.26.2-RXN|
|RXN0-7385|
|RXN-18707|
|RXN-20358|
|RXN-17482|
|RXN-20877|
|RXN-8927|
|RXN66-493|
|RXN-13440|
|RXN-22468|
|3.1.21.1-RXN|
|RXN2B4Q-56|
|RXN-19964|
|RXN-20019|
|RXN-20019_REV|
|RXN-22489|
|RXN-20342|
|RXN1G-1635|
|RXN-21307|
|RXN-22532|
|RXN-18420|
|RXN-20395|
|3.2.1.94-RXN|
|RXN66-607|
|RXN-22955|
|RXN-20478|
|RXN-21289|
|RXN-21593|
|RXN-12181|
|RXN-22510|
|RXN-1825|
|RXN-21198|
|RXN-20379|
|RXN-13731|
|3.2.1.73-RXN|
|RXN-17429|
|RXN-20757|
|RXN-20362|
|RXN-22480|
|RXN-20882|
|RXN-20678|
|TRNA-S-TRANSFERASE-RXN|
|2.7.11.2-RXN|
|RXN-20950|
|RXN-22473|
|URACIL-DEHYDROGENASE-RXN|
|RXN-18845|
|RXN-11086|
|RXN-20346|
|RXN-13853|
|RXN-22536|
|RXN-21969|
|QOR-RXN|
|RXN-21075|
|2.4.1.24-RXN|
|RXN-12276|
|3.2.1.98-RXN|
|RXN-16304|
|RXN-21293|
|RXN-21293_REV|
|RXN-22652|
|RXN-22652_REV|
|RXN-20383|
|RXN-20195|
|RXN-21200|
|RXN-22437|
|RXN-20184|
|RXN-20704|
|TYROSINE-3-MONOOXYGENASE-RXN|
|RXN-22009|
|2.3.2.15-RXN|
|RXN-20624|
|RXN-9562|
|RXN-12495|
|RXN1A0-6094|
|GLYCOGENSYN-RXN|
|GLYCOGENSYN-RXN_REV|
|RXN-20682|
|RXN-22219|
|RXN-22911|
|RXN-21554|
|RXN-18777|
|RXN-11320|
|RXN-20602|
|RXN-22477|
|1.14.13.84-RXN|
|PEPTIDYL-GLYCINAMIDASE-RXN|
|RXN-20792|
|RXN-11093|
|RXN-20350|
|RXN-18691|
|RXN-20864|
|RXN-22676|
|RXN-21225|
|2.4.1.244-RXN|
