|RXN-17204|,rule0001,rule0006,rule0007,rule0008,rule0009,rule0096,rule0097,rule0104,rule0105,rule0431,rule0517
|NUCLEOTIDE-PYROPHOSPHATASE-RXN|,rule0014,rule0015,rule0016,rule0017,rule0029,rule0036,rule0037,rule0124,rule0125,rule0215,rule0216,rule0472,rule0473,rule0503,rule0604,rule0605,rule0767,rule0768,rule1221,rule1222
|RXN-11860|,rule0011,rule0406,rule0758
|RXN-11284|,rule0315,rule0364
|VALINE-PYRUVATE-AMINOTRANSFER-RXN_REV|,rule0030,rule0031,rule0065
|RXN-13894|,rule0040
|RXN-18330_REV|,rule0202
|RXN-9677|
|RXN-9878|
|RXN-18307|,rule0001,rule0006,rule0007,rule0008,rule0009,rule0096,rule0097,rule0104,rule0105,rule0431,rule0517
|RXN-15799|,rule0921
|RIBOPHOSPHAT-RXN|,rule0001,rule0006,rule0007,rule0008,rule0009,rule0014,rule0015,rule0016,rule0017,rule0029,rule0036,rule0037,rule0096,rule0097,rule0104,rule0105,rule0124,rule0125,rule0215,rule0216,rule0472,rule0473,rule0503,rule0767,rule0768,rule1221,rule1222
