R00006,rule0274_2
R00006_reverse,rule0273_2
R00008,rule0053_04
R00008_reverse,rule0051_01
R00010,rule0007_043
R00010_reverse,rule0006_009
R00012,rule0036_27
R00012_reverse,rule0037_03
R00013,rule0273_3
R00013_reverse,rule0274_3
R00014
R00014_reverse
R00015,rule0001_70
R00015_reverse,rule0001_47,rule0384_1
R00017
R00017_reverse
R00018
R00018_reverse
R00022,rule0007_033
R00022_reverse,rule0006_004,rule0006_068
R00023
R00023_reverse
R00024
R00024_reverse
R00026,rule0007_067
R00026_reverse,rule0006_013,rule0006_034
R00027,rule0053_13,rule0306_1
R00027_reverse,rule0051_21
R00028,rule0007_067
R00028_reverse,rule0006_013,rule0006_034
R00029
R00029_reverse
R00031
R00031_reverse
R00032,rule0118_2
R00032_reverse,rule0117_05
R00033,rule0074_18
R00033_reverse,rule0078_17
R00068
R00068_reverse
R00036
R00036_reverse
R00038,rule0051_16
R00038_reverse,rule0053_17
R00039,rule0001_74
R00039_reverse,rule0001_44
R00042
R00042_reverse
R00043
R00043_reverse,rule0117_08
R00044
R00044_reverse
R00045
R00045_reverse
R00048,rule0007_181
R00048_reverse,rule0006_141,rule0006_154,rule0006_162
R00049,rule0001_67
R00049_reverse,rule0001_66
R00053,rule0007_166
R00053_reverse,rule0006_147
R00054,rule0007_166
R00054_reverse,rule0006_147
R00055
R00055_reverse
R00058
R00058_reverse
R00059,rule0013_60
R00059_reverse,rule0012_259
R00062,rule0001_90
R00062_reverse,rule0001_90
R00063,rule0001_79
R00063_reverse,rule0001_66
R00066
R00066_reverse
R00070
R00070_reverse
R00072,rule0145_6
R00072_reverse,rule0147_2
R00074
R00074_reverse
R00075
R00075_reverse
R00080
R00080_reverse
R00081
R00081_reverse
R00084
R00084_reverse
R00088,rule0101_1
R00088_reverse,rule0100_03
R00089
R00089_reverse,rule0568_1
R00093
R00093_reverse
R00094,rule0294_1
R00094_reverse,rule0293_1
R00097
R00097_reverse
R00099
R00099_reverse
R00103,rule0125_1
R00103_reverse,rule0124_09,rule0124_20
R00104,rule0015_01
R00104_reverse,rule0014_14
R00105,rule0015_01
R00105_reverse,rule0014_14
R00107
R00107_reverse
R00114
R00114_reverse
R00115,rule0294_1
R00115_reverse,rule0293_1
R00118,rule0016_016
R00118_reverse,rule0017_07
R00119,rule0311_1
R00119_reverse,rule0310_1
R00120,rule0790_1
R00120_reverse,rule0791_1
R00123,rule0101_1
R00123_reverse,rule0100_03
R00125
R00125_reverse,rule0124_05,rule0604_2
R00126,rule0767_2,rule0767_3
R00126_reverse,rule0768_1
R00128
R00128_reverse
R00129,rule0454_1
R00129_reverse
R00137,rule0036_04
R00137_reverse,rule0037_32
R00139
R00139_reverse,rule0014_30
R00140,rule0014_30
R00140_reverse,rule0015_24
R00155
R00155_reverse
R00158
R00158_reverse
R00160,rule0125_1
R00160_reverse,rule0124_03
R00161,rule0036_19
R00161_reverse,rule0037_32
R00173,rule0016_079
R00173_reverse,rule0017_21
R00174
R00174_reverse,rule0014_30
R00175
R00175_reverse
R00177
R00177_reverse
R00178,rule0024_05
R00178_reverse,rule0023_17
R00179
R00179_reverse
R00180
R00180_reverse
R00181,rule0101_1
R00181_reverse,rule0100_03
R00182,rule0013_20
R00182_reverse,rule0012_257
R00184,rule0125_1
R00184_reverse,rule0124_04,rule0124_26,rule0604_1
R00187,rule0125_1
R00187_reverse,rule0124_06,rule0124_07,rule0604_1
R00188,rule0016_042
R00188_reverse,rule0017_27
R00189,rule0386_1
R00189_reverse,rule0385_1
R00190,rule0195_3
R00190_reverse,rule0194_2
R00191,rule0035_1
R00191_reverse,rule0032_08
R00192
R00192_reverse,rule0089_5
R00193
R00193_reverse
R00194,rule0013_20
R00194_reverse,rule0012_257
R00195
R00195_reverse
R00196
R00196_reverse
R00197
R00197_reverse
R00199
R00199_reverse
R00200,rule0409_1
R00200_reverse,rule0408_1
R00203,rule0026_15
R00203_reverse,rule0025_30
R00205,rule0026_15
R00205_reverse,rule0025_30
R00206
R00206_reverse
R00207
R00207_reverse
R00208,rule1090_1
R00208_reverse,rule1089_1
R00212
R00212_reverse
R00213
R00213_reverse
R00214
R00214_reverse,rule0080_7
R00215
R00215_reverse,rule0080_7
R00216
R00216_reverse,rule0080_7
R00217,rule0024_44
R00217_reverse,rule0023_10
R00218
R00218_reverse
R00219
R00219_reverse
R00220,rule0341_1
R00220_reverse,rule0340_1
R00221,rule0341_1
R00221_reverse,rule0340_1
R00224,rule0024_47
R00224_reverse,rule0023_18
R00236,rule0061_4
R00236_reverse
R00237,rule0256_1
R00237_reverse,rule0255_1
R00239,rule0015_18
R00239_reverse,rule0014_20
R00241,rule0015_18
R00241_reverse,rule0014_20,rule0014_24
R00245,rule0026_11
R00245_reverse,rule0025_14
R00251
R00251_reverse
R00253,rule0566_1
R00253_reverse,rule0565_1
R00254,rule0207_4
R00254_reverse,rule0208_1
R00256,rule0056_04
R00256_reverse,rule0055_1
R00257
R00257_reverse
R00259,rule0042_07
R00259_reverse,rule0041_14
R00260,rule0936_4
R00260_reverse,rule0936_4
R00261,rule0024_40
R00261_reverse,rule0023_11
R00262,rule0028_37,rule0028_43
R00262_reverse,rule0028_43,rule0028_50
R00264,rule0026_12
R00264_reverse,rule0025_16
R00265
