RXN-11842,rule0154
CYTOKININ-7-BETA-GLUCOSYLTRANSFERASE-RXN_reverse,rule0012,rule0055,rule0098,rule0123,rule0163,rule0194,rule0429
RXN-14519,rule0033,rule0205
RXN-15886_reverse,rule0925
URA-PHOSPH-RXN_reverse,rule0013,rule0056,rule0099,rule0122,rule0162,rule0195,rule0430
RXN-12501,rule0154
RXN-13108_reverse,rule0226
TRANS-RXN-167A_reverse,rule0058,rule0224,rule0376,rule0486,rule1135
HYPOXANPRIBOSYLTRAN-RXN_reverse,rule0013,rule0056,rule0099,rule0122,rule0162,rule0195,rule0430
RXN-10724,rule0217
RXN-6681,rule0922
RXN-13996,rule0101
RXN-15185_reverse,rule0058,rule0224,rule0376,rule0486,rule1135
RXN-15170_reverse,rule0058,rule0224,rule0376,rule0486,rule1135
1.5.99.9-RXN_reverse,rule0703
RXN-7682,rule0581
RXN-17507,rule0648
SUCROSEPHOSPHO-RXN_reverse,rule0058,rule0224,rule0376,rule0486,rule1135
METHELENE-THMPT-OXI-RXN,rule0799
RXN-15172_reverse,rule0058,rule0224,rule0376,rule0486,rule1135
TYROSINE-3-MONOOXYGENASE-RXN,rule0285
RXN-15159_reverse,rule0058,rule0224,rule0376,rule0486,rule1135
RXN-13907_reverse,rule0362
RXN-15160,rule0057,rule0223,rule0377,rule0485,rule1136
RXN-4733_reverse,rule0013,rule0056,rule0099,rule0122,rule0162,rule0195,rule0430
RXN-15151,rule0057,rule0223,rule0377,rule0485,rule1136
RXN-9075_reverse,rule0013,rule0056,rule0099,rule0122,rule0162,rule0195,rule0430
RXN-9305,rule0309
RXN-15802_reverse,rule0627
RXN-15184,rule0057,rule0223,rule0377,rule0485,rule1136
RXN-11283_reverse,rule0594
RXN-13626_reverse,rule0498
RXN-9600_reverse,rule0092,rule0113
RXN-14517,rule0033,rule0205
TRANS-RXN-165,rule0057,rule0223,rule0377,rule0485,rule1136
RIBOFLAVINSYNDEAM-RXN_reverse,rule0101
RXN-13996_reverse,rule0100
IMP-DEHYDROG-RXN,rule0581
TRANS-RXN-155B_reverse,rule0058,rule0224,rule0376,rule0486,rule1135
RXN-15085,rule0057,rule0223,rule0377,rule0485,rule1136
RXN-15170,rule0057,rule0223,rule0377,rule0485,rule1136
RXN-14065_reverse,rule0013,rule0056,rule0099,rule0122,rule0162,rule0195,rule0430
RXN-15092_reverse,rule0058,rule0224,rule0376,rule0486,rule1135
RXN0-6708_reverse,rule0101
1.2.99.7-RXN,rule0696
CARNOSINE-N-METHYLTRANSFERASE-RXN,rule0033,rule0205
RXN-11839,rule0154
RXN-16982_reverse,rule0931
TRANS-RXN0-540_reverse,rule0058,rule0224,rule0376,rule0486,rule1135
RXN-15185,rule0057,rule0223,rule0377,rule0485,rule1136
RXN-9819,rule1207
RXN-15166,rule0057,rule0223,rule0377,rule0485,rule1136
CYTOKININ-7-BETA-GLUCOSYLTRANSFERASE-RXN,rule0013,rule0056,rule0099,rule0122,rule0162,rule0195,rule0430
